"","site_network_id","site","site_name","variable","date_started","date_ended","site_type","latitude","longitude","data_table","database_name"
"2472",1710,"81959","MUSSELBURGH 2N","no2",1992-12-29,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2473",1711,"81960","MUSSELBURGH 3N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2474",1715,"82006","MUSSELBURGH 4N","no2",1992-12-29,1997-12-02,NA,NA,NA,"md_measurement","scotarc"
"2507",2396,"nl3","N Lanarkshire Chapelhall","no2",2007-10-01,NA,"roadside",55.84581,-3.947346,"measurement","scotarc"
"2511",2398,"nl3","N Lanarkshire Chapelhall","pm10",2007-10-01,NA,"roadside",55.84581,-3.947346,"measurement","scotarc"
"2514",2393,"nl2","N Lanarkshire Coatbridge Ellis St","no2",2007-10-01,2008-12-17,"roadside",55.861944,-4.029444,"measurement","scotarc"
"2520",2425,"nl1","N Lanarkshire Coatbridge Whifflet","pm10",2007-10-01,NA,"urban_background",55.851944,-4.019444,"measurement","scotarc"
"2524",2423,"nl1","N Lanarkshire Coatbridge Whifflet","no2",2007-10-01,2010-07-06,"urban_background",55.851944,-4.019444,"measurement","scotarc"
"2530",2407,"nl4","N Lanarkshire Croy","pm10",2007-10-01,NA,"roadside",55.957778,-4.039444,"measurement","scotarc"
"2533",2774,"nl4","N Lanarkshire Croy","co",2010-05-26,NA,"roadside",55.957778,-4.039444,"measurement","scotarc"
"2537",2405,"nl4","N Lanarkshire Croy","no2",2007-10-01,NA,"roadside",55.957778,-4.039444,"measurement","scotarc"
"2540",2417,"nl5","N Lanarkshire Harthill","pm10",2007-10-01,2009-01-20,"roadside",55.855833,-3.79,"measurement","scotarc"
"2541",2410,"nl5","N Lanarkshire Harthill","co",2007-10-01,2009-01-20,"roadside",55.855833,-3.79,"measurement","scotarc"
"2545",2415,"nl5","N Lanarkshire Harthill","no2",2007-10-01,2009-01-20,"roadside",55.855833,-3.79,"measurement","scotarc"
"2554",2720,"nl8","N Lanarkshire Harthill West","no2",2009-04-04,2010-05-24,"urban_background",55.854852,-3.79918,"measurement","scotarc"
"2555",2724,"nl8","N Lanarkshire Harthill West","pm10",2009-04-04,2010-05-24,"urban_background",55.854852,-3.79918,"measurement","scotarc"
"2558",2718,"nl8","N Lanarkshire Harthill West","co",2009-04-04,2010-05-24,"urban_background",55.854852,-3.79918,"measurement","scotarc"
"2565",2674,"nl9","N Lanarkshire Moodiesburn","pm10",2008-10-08,NA,"roadside",55.908941,-4.082339,"measurement","scotarc"
"2566",2671,"nl9","N Lanarkshire Moodiesburn","no2",2008-10-08,NA,"roadside",55.908941,-4.082339,"measurement","scotarc"
"2567",2494,"nl6","N Lanarkshire Motherwell","pm10",2007-01-31,NA,"roadside",55.788333,-3.986389,"measurement","scotarc"
"2572",2650,"nl7","N Lanarkshire Shawhead Coatbridge","no2",2009-05-01,NA,"roadside",55.843523,-4.023222,"measurement","scotarc"
"2577",2648,"nl7","N Lanarkshire Shawhead Coatbridge","pm10",2009-06-16,NA,"roadside",55.843523,-4.023222,"measurement","scotarc"
"2580",1737,"82092","NEWTON MEARNS 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2585",2633,"irv","North Ayrshire Irvine High St","no2",2009-02-12,NA,"kerbside",55.614578,-4.666786,"measurement","scotarc"
"2591",2631,"irv","North Ayrshire Irvine High St","pm10",2009-02-12,NA,"kerbside",55.614578,-4.666786,"measurement","scotarc"
"2592",3275,"irv","North Ayrshire Irvine High St","pm25",2015-04-16,NA,"kerbside",55.614578,-4.666786,"measurement","scotarc"
"2594",2809,"nl10","North Lanarkshire Cumbernauld","pm10",2011-01-01,2014-05-01,NA,55.943042,-4.016172,"measurement","scotarc"
"2602",2805,"nl10","North Lanarkshire Cumbernauld","no2",2011-01-01,2014-05-01,NA,55.943042,-4.016172,"measurement","scotarc"
"2604",3216,"nl11","North Lanarkshire Kirkshaw","no2",2014-06-28,NA,NA,55.843583,-4.037413,"measurement","scotarc"
"2605",3220,"nl11","North Lanarkshire Kirkshaw","pm10",2014-06-28,NA,NA,55.843583,-4.037413,"measurement","scotarc"
"2610",2217,"ork","Orkney","no2",1995-03-15,1995-05-16,NA,NA,NA,"measurement","scotarc"
"2616",1889,"84173","Overtown 1N","no2",2006-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"2617",1685,"81920","PAISLEY 1N","no2",1992-12-29,1994-11-29,NA,NA,NA,"md_measurement","scotarc"
"2618",1686,"81921","PAISLEY 2N","no2",1992-12-29,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2619",1739,"82111","PAISLEY 3N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2620",1740,"82112","PAISLEY 4N","no2",1992-12-29,1994-11-29,NA,NA,NA,"md_measurement","scotarc"
"2623",1780,"82535","PAISLEY 5N","no2",1994-01-04,1998-12-01,NA,NA,NA,"md_measurement","scotarc"
"2624",1781,"82536","PAISLEY 6N","no2",1994-01-04,NA,NA,NA,NA,"md_measurement","scotarc"
"2627",1811,"82773","PAISLEY 7N","no2",1998-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2630",1831,"82977","PAISLEY 8N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"2632",2459,"pais","Paisley Central Road","no2",2004-05-01,2014-08-22,"roadside",55.846944,-4.422222,"measurement","scotarc"
"2642",2546,"pai2","Paisley Glasgow Airport","no2",2004-05-01,2015-07-15,"airport",55.868025,-4.425942,"measurement","scotarc"
"2645",2554,"pai3","Paisley Gordon Street","pm10",2006-01-01,2007-12-31,"roadside",55.841836,-4.423958,"measurement","scotarc"
"2650",2552,"pai3","Paisley Gordon Street","no2",2004-05-01,NA,"roadside",55.841836,-4.423958,"measurement","scotarc"
"2663",2715,"peeb","Peebles","no2",2009-11-06,NA,"suburban",55.657472,-3.196527,"measurement","scotarc"
"2665",2716,"peeb","Peebles","o3",2009-11-06,NA,"suburban",55.657472,-3.196527,"measurement","scotarc"
"2670",1743,"82125","PEEBLES 1N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2671",1744,"82126","PEEBLES 2N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2672",1768,"82303","PEEBLES 5N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2673",1769,"82304","PEEBLES 6N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2676",1702,"81943","PENICUIK 1N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2677",1704,"81945","PENICUIK 2N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2678",1842,"83599","PENICUIK 3N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"2681",1673,"81892","PERTH 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2682",1674,"81893","PERTH 2N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2683",1675,"81894","PERTH 3N","no2",1992-12-29,2005-12-31,NA,NA,NA,"md_measurement","scotarc"
"2684",1676,"81895","PERTH 4N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2685",1759,"82225","PERTH 5N","no2",1992-12-29,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2686",1760,"82226","PERTH 6N","no2",1992-12-29,2005-12-31,NA,NA,NA,"md_measurement","scotarc"
"2687",1840,"83597","PERTH 7N","no2",2001-01-02,2005-12-31,NA,NA,NA,"md_measurement","scotarc"
"2688",2201,"pet2","Perth Atholl Street","no2",2004-08-01,NA,"roadside",56.399327,-3.434182,"measurement","scotarc"
"2695",2208,"pet2","Perth Atholl Street","pm10",2004-08-01,NA,"roadside",56.399327,-3.434182,"measurement","scotarc"
"2702",2739,"pet1","Perth Crieff","pm10",2010-04-01,NA,"roadside",56.373126,-3.841475,"measurement","scotarc"
"2703",2736,"pet1","Perth Crieff","no2",2010-04-01,NA,"roadside",56.373126,-3.841475,"measurement","scotarc"
"2704",2205,"peth","Perth High Street","no2",2003-06-11,NA,"roadside",56.396597,-3.4324,"measurement","scotarc"
"2706",2209,"peth","Perth High Street","pm10",2003-06-11,NA,"roadside",56.396597,-3.4324,"measurement","scotarc"
"2722",1908,"84229","PETERHEAD 1N","no2",2004-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"2727",1909,"84230","PETERHEAD 2N","no2",2004-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"2732",1910,"84231","PETERHEAD 3N","no2",2004-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"2735",1911,"84232","PETERHEAD 4N","no2",2004-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"2738",1391,"5151","Polloch","no2",1993-02-01,1995-01-02,NA,NA,NA,"md_measurement","scotarc"
"2776",1687,"81922","RENFREW 1N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2780",3227,"ren1","Renfrew Cockels Loan","pm10",2013-09-26,2014-06-03,"roadside",55.863313,-4.390978,"measurement","scotarc"
"2783",3225,"ren1","Renfrew Cockels Loan","no2",2013-09-26,NA,"roadside",55.863313,-4.390978,"measurement","scotarc"
"2807",963,"5103","River Mharcaidh","no2",1993-01-31,1994-12-29,NA,NA,NA,"md_measurement","scotarc"
"2819",1655,"81800","ROSYTH 3N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2820",1882,"84166","Salsburgh 1N","no2",2006-01-01,NA,"urban_background",NA,NA,"md_measurement","scotarc"
"2821",1883,"84167","Salsburgh 2N","no2",2006-01-01,NA,"urban_background",NA,NA,"md_measurement","scotarc"
"2824",1756,"82220","SELKIRK 1N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2834",2854,"harb","South Ayrshire Ayr Harbour","no2",2012-05-05,NA,"roadside",55.470162,-4.633681,"measurement","scotarc"
"2840",2506,"ayr","South Ayrshire Ayr High St","no2",2007-09-11,NA,"roadside",55.464531,-4.631673,"measurement","scotarc"
"2851",2741,"cark","South Ayrshire Maybole","no2",2010-04-08,2012-03-08,"urban_background",55.350641,-4.694868,"measurement","scotarc"
"2861",2628,"tarb","South Ayrshire Tarbolton","no2",2009-01-01,2010-03-24,"roadside",55.511047,-4.486286,"measurement","scotarc"
"2862",1800,"82681","SOUTH LANARKSHIRE 1N","no2",1996-12-31,2001-12-04,NA,NA,NA,"md_measurement","scotarc"
"2863",1801,"82682","SOUTH LANARKSHIRE 2N","no2",1996-12-31,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2864",1802,"82683","SOUTH LANARKSHIRE 3N","no2",1996-12-31,2001-12-04,NA,NA,NA,"md_measurement","scotarc"
"2865",1803,"82684","SOUTH LANARKSHIRE 4N","no2",1996-12-31,1997-12-02,NA,NA,NA,"md_measurement","scotarc"
"2866",1817,"82860","SOUTH LANARKSHIRE 5N","no2",1998-12-29,2001-12-04,NA,NA,NA,"md_measurement","scotarc"
"2870",3286,"sl07","South Lanarkshire Cambuslang","no2",2015-10-15,NA,NA,55.818802,-4.167073,"measurement","scotarc"
"2877",2518,"ek0","South Lanarkshire East Kilbride","no2",2008-01-01,NA,"roadside",55.775278,-4.163611,"measurement","scotarc"
"2893",3177,"sl05","South Lanarkshire Hamilton","no2",2013-01-01,NA,"roadside",55.774018,-4.03736,"measurement","scotarc"
"2900",3260,"sl03","South Lanarkshire Lanark","pm25",2015-04-10,NA,NA,55.673936,-3.775658,"measurement","scotarc"
"2901",2825,"sl03","South Lanarkshire Lanark","no2",2012-01-01,NA,"roadside",55.673936,-3.775658,"measurement","scotarc"
"2905",3258,"sl03","South Lanarkshire Lanark","pm10",2015-04-10,NA,NA,55.673936,-3.775658,"measurement","scotarc"
"2909",2762,"sl01","South Lanarkshire Raith Interchange","no2",2010-04-01,2014-04-23,"roadside",55.800157,-4.057717,"measurement","scotarc"
"2921",2828,"sl04","South Lanarkshire Rutherglen","no2",2012-01-01,NA,"roadside",55.828408,-4.218786,"measurement","scotarc"
"2926",3252,"sl06","South Lanarkshire Uddingston","pm25",2015-03-01,NA,NA,55.818357,-4.081839,"measurement","scotarc"
"2929",3250,"sl06","South Lanarkshire Uddingston","pm10",2015-03-01,NA,NA,55.818357,-4.081839,"measurement","scotarc"
"2930",3180,"sl06","South Lanarkshire Uddingston","no2",2013-01-01,NA,"roadside",55.818357,-4.081839,"measurement","scotarc"
"2932",1835,"83592","ST ANDREWS 1N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"2933",1684,"81919","ST ANDREWS 4N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2961",1796,"82673","STIRLING 1N","no2",1996-12-31,NA,NA,NA,NA,"md_measurement","scotarc"
"2962",1797,"82674","STIRLING 2N","no2",1996-12-31,1997-12-02,NA,NA,NA,"md_measurement","scotarc"
"2963",1798,"82675","STIRLING 3N","no2",1996-12-31,NA,NA,NA,NA,"md_measurement","scotarc"
"2964",1799,"82676","STIRLING 4N","no2",1996-12-31,1997-12-02,NA,NA,NA,"md_measurement","scotarc"
"2965",1808,"82738","STIRLING 5N","no2",1998-12-29,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2966",1809,"82739","STIRLING 6N","no2",1998-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2967",1838,"83595","STIRLING 7N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"2976",2713,"strl","Stirling Craig's Roundabout","pm10",2009-01-01,NA,"roadside",56.11472,-3.932178,"measurement","scotarc"
"2978",2710,"strl","Stirling Craig's Roundabout","no2",2009-01-01,NA,"roadside",56.11472,-3.932178,"measurement","scotarc"
"2981",1697,"81936","STONEHAVEN 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2982",1698,"81937","STONEHAVEN 2N","no2",1992-12-29,1995-11-28,NA,NA,NA,"md_measurement","scotarc"
"2983",1699,"81938","STONEHAVEN 3N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2984",1700,"81939","STONEHAVEN 4N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2985",1725,"82045","STONEHAVEN 5N","no2",1900-01-01,1900-01-01,NA,NA,NA,"md_measurement","scotarc"
"2986",1757,"82223","STONEHAVEN 6N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2987",1790,"82625","STONEHAVEN 7N","no2",1995-01-03,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2990",1621,"81013","STORNOWAY 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2993",1622,"81014","STORNOWAY 2N","no2",1992-12-29,2000-11-28,NA,NA,NA,"md_measurement","scotarc"
"2996",1623,"81015","STORNOWAY 3N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"2999",1624,"81016","STORNOWAY 4N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"3000",1843,"83600","STORNOWAY 5N","no2",2004-03-30,NA,NA,NA,NA,"md_measurement","scotarc"
"3001",2198,"sv","Strath Vaich","no2",1990-10-21,1997-03-14,"remote",57.734456,-4.776583,"measurement","scotarc"
"3007",2197,"sv","Strath Vaich","o3",1987-03-18,NA,"remote",57.734456,-4.776583,"measurement","scotarc"
"3079",803,"5010","Strathvaich Dam","no2",1993-02-01,1995-01-02,"rural",NA,NA,"md_measurement","scotarc"
"3116",1665,"81837","THORNLIEBANK 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"3119",1829,"82975","TRANENT 1N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"3122",1826,"82972","TULLIBODY 8N","no2",2001-01-02,NA,NA,NA,NA,"md_measurement","scotarc"
"3123",1885,"84169","Uddingston 1N","no2",2006-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"3124",1886,"84170","Uddingston 2N","no2",2006-01-01,NA,"urban_background",NA,NA,"md_measurement","scotarc"
"3125",1887,"84171","Uddingston 3N","no2",2006-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"3158",2274,"wdb2","West Dunbartonshire Balloch","no2",2006-01-01,2007-04-26,"roadside",55.999653,-4.589842,"measurement","scotarc"
"3161",3255,"wdb3","West Dunbartonshire Clydebank","pm25",2015-03-13,NA,NA,55.91796,-4.406231,"measurement","scotarc"
"3164",2324,"wdb3","West Dunbartonshire Clydebank","pm10",2007-02-01,NA,"roadside",55.91796,-4.406231,"measurement","scotarc"
"3167",2321,"wdb3","West Dunbartonshire Clydebank","no2",2007-02-01,NA,"roadside",55.91796,-4.406231,"measurement","scotarc"
"3178",2329,"wdb4","West Dunbartonshire Glasgow Road","no2",2007-04-26,NA,"roadside",55.943197,-4.55973,"measurement","scotarc"
"3181",2273,"wdb1","West Dunbartonshire John Knox St","pm10",2005-10-01,2006-12-08,"airport",55.894167,-4.391111,"measurement","scotarc"
"3182",2270,"wdb1","West Dunbartonshire John Knox St","no2",2005-10-01,2006-12-08,"airport",55.894167,-4.391111,"measurement","scotarc"
"3189",2527,"brx","West Lothian Broxburn","no2",2008-01-01,NA,"roadside",55.934357,-3.46919,"measurement","scotarc"
"3203",2522,"ling","West Lothian Linlithgow High Street","no2",2008-01-01,2013-10-14,"roadside",55.976337,-3.604175,"measurement","scotarc"
"3205",2592,"ling","West Lothian Linlithgow High Street","pm10",2008-01-01,2008-06-30,"roadside",55.976337,-3.604175,"measurement","scotarc"
"3209",3185,"wlc1","West Lothian Linlithgow High Street 2","no2",2013-10-25,NA,"roadside",55.97671,-3.59731,"measurement","scotarc"
"3221",2850,"wln4","West Lothian Newton","no2",2012-05-23,NA,"roadside",55.983925,-3.455939,"measurement","scotarc"
"3223",2579,"uph","West Lothian Uphall","pm10",2008-01-01,2009-04-16,"roadside",55.915364,-3.501989,"measurement","scotarc"
"3227",2573,"uph","West Lothian Uphall","co",2008-01-01,2009-11-17,"roadside",55.915364,-3.501989,"measurement","scotarc"
"3233",2575,"uph","West Lothian Uphall","no2",2008-01-01,2009-11-17,"roadside",55.915364,-3.501989,"measurement","scotarc"
"3237",2362,"whit","West Lothian Whitburn","pm10",2006-05-01,2010-02-10,"roadside",55.866092,-3.684857,"measurement","scotarc"
"3239",2752,"whit","West Lothian Whitburn","no2",2010-02-10,2012-04-03,"urban_background",55.866092,-3.684857,"measurement","scotarc"
"3244",1906,"84227","WESTHILL 1N","no2",2001-01-01,NA,"urban_background",NA,NA,"md_measurement","scotarc"
"3245",1907,"84228","WESTHILL 2N","no2",2001-01-01,NA,"roadside",NA,NA,"md_measurement","scotarc"
"3246",1625,"81017","WHITBURN 1N","no2",1992-12-29,NA,NA,NA,NA,"md_measurement","scotarc"
"3260",1054,"5106","Whiteadder","no2",1993-02-01,1994-12-26,NA,NA,NA,"md_measurement","scotarc"
